long_1,long_2,long_3,long_4,long_5,long_6,long_7,long_8,long_9,long_10,short_1,short_2,short_3,short_4,short_5,short_6,short_7,short_8,short_9,short_10
2.776875,1.429951,-1.353985,-2.037578,0.098652,1.567402,-1.309063,-0.704571,-2.670391,1.039814,2.576679,0.872212,-1.141094,0.563496,4.577656,-0.647930,-0.894024,-2.086406,-1.613750,3.907734
0.882633,0.968570,-0.935238,-2.224789,-1.064450,2.941226,4.058414,0.997867,-0.339047,-5.437680,-3.371274,-4.119320,-1.819516,-1.707699,1.199039,0.521305,0.881656,2.579898,1.236148,-7.078305
-1.771595,-4.412220,1.046764,1.050671,-1.377064,-0.216908,0.197155,-1.056751,-0.568470,6.151257,0.611217,1.984264,2.987194,0.466686,3.813366,3.940807,2.749889,1.494030,1.771374,5.243542
2.746473,2.004286,-1.356066,3.226942,2.047254,3.183973,-0.851183,-1.394152,1.641004,-2.295519,-0.980089,-1.490832,-2.575304,-6.677355,-0.329699,-0.890246,0.119520,-7.050402,-2.151476,0.451551
-1.408445,-2.090086,-2.416258,-1.896727,0.128176,2.463625,2.208742,4.599367,0.102297,-1.806883,1.186037,1.782473,0.109133,-0.460203,0.865969,-0.055418,1.037539,2.507570,-1.832273,0.836428
3.141742,4.989398,5.864398,3.200335,1.485492,-0.014508,3.637835,4.024554,2.422992,-2.568219,-1.217633,-1.114118,-1.162946,2.063617,1.919085,2.747210,1.235492,-0.682477,1.212054,-3.333844
-5.219951,-5.200420,-3.579326,-4.669170,1.121846,-1.242412,-0.764873,-2.766826,-0.605693,-4.528545,1.334736,2.423604,5.057393,3.119893,-6.384014,-2.819561,-6.634014,-0.907451,4.004658,-3.073467
2.784005,3.565255,0.489083,1.532052,0.392403,4.448068,6.787911,5.604318,4.854318,2.242990,-2.293143,1.377755,0.980294,-1.487479,1.055489,4.670724,2.285958,3.366036,4.401193,-6.102714
0.094387,-3.209324,0.712551,0.680812,-2.033543,-1.308934,2.252101,0.560207,0.882961,-0.231785,-3.416356,-3.881199,-0.324559,2.773098,-3.795262,-3.010106,2.390285,0.101223,-0.573582,0.044582
-5.212178,-2.833272,-4.610616,-1.680562,-5.514913,-1.708516,-0.551045,-1.191182,-2.327901,-2.107686,-2.629659,-0.827412,-0.159444,1.758525,-7.999288,-0.976338,-3.112569,-0.921162,-2.462178,-0.080342
1.273682,-0.622802,7.377197,3.478272,-1.294677,0.597901,1.482666,0.445557,-0.730224,5.734619,3.068604,2.380860,3.261963,6.748291,5.172119,5.496338,5.336182,6.590088,3.337647,3.991455
1.495732,3.384404,4.196904,4.286748,1.915654,3.056279,-2.690791,-1.038448,2.657841,-0.659541,4.771123,1.810185,-2.998409,0.794560,-4.980830,0.409795,-3.531612,-0.919307,1.171513,0.646123
0.036656,3.048375,2.931188,-0.746547,0.356969,2.239781,-0.830531,2.200719,-1.916469,-2.580531,3.888219,2.435094,-3.217250,-5.668422,4.481969,2.548375,3.489781,1.165563,-0.643031,-2.921351
