long_1,long_2,long_3,long_4,long_5,long_6,long_7,long_8,long_9,long_10,short_1,short_2,short_3,short_4,short_5,short_6,short_7,short_8,short_9,short_10
-0.077305,-0.077305,-0.049357,0.041062,0.124966,-0.067252,-0.144480,0.195116,0.352392,-0.094195,-0.439297,-0.439297,-0.447619,-0.446074,-0.439000,-0.484462,-0.439297,-0.446074,-0.483657,-0.420986
2.167593,2.167593,2.280950,1.993456,1.630672,2.251682,2.041230,1.962700,2.038602,2.292006,2.925904,2.925904,2.826084,2.853159,2.782601,2.813149,2.925904,2.853159,2.851094,2.856663
-1.744069,-1.744069,-1.730499,-1.719105,-1.695199,-1.621138,-1.709522,-1.896354,-1.754326,-1.739402,-1.242913,-1.242913,-1.144791,-1.174529,-1.186139,-1.185800,-1.242913,-1.174529,-1.223563,-1.127891
-1.630582,-1.630582,-1.553088,-1.829557,-2.006810,-1.629636,-1.955761,-1.814500,-1.598327,-1.651834,-0.956128,-0.956128,-0.852960,-0.959988,-0.872494,-0.916321,-0.956128,-0.959988,-0.958231,-0.954910
0.560396,0.560396,0.479709,0.434643,0.409533,0.544075,0.473914,0.455396,0.481944,0.637498,0.412508,0.412508,0.528940,0.488209,0.550629,0.531369,0.412508,0.488209,0.570588,0.567681
1.196093,1.196093,0.907022,1.094280,1.110413,0.852542,1.222303,1.099069,1.113585,0.940533,1.090482,1.090482,1.183917,1.061689,1.098529,0.995498,1.090482,1.061689,0.995879,1.068159
1.662474,1.662474,1.723684,1.837362,1.735422,1.647397,1.766110,1.826693,2.087667,1.699913,1.200563,1.200563,1.197251,1.164447,1.178980,1.206411,1.200563,1.164447,1.194929,1.213943
0.485662,0.485662,0.389456,0.160291,0.297281,0.397718,0.350310,0.506117,0.551209,0.518228,0.721514,0.721514,0.758067,0.625593,0.629519,0.754856,0.721514,0.625593,0.639268,0.584438
1.070436,1.070436,1.110966,0.970175,1.089993,1.150883,0.936134,0.988849,0.926292,1.001101,1.286505,1.286505,1.340078,1.283362,1.295949,1.234177,1.286505,1.283362,1.292858,1.258178
1.715419,1.715419,1.652351,1.819801,1.299207,1.814451,1.825669,1.522707,1.588905,1.769060,1.859045,1.859045,1.791240,1.785435,1.739572,1.767670,1.859045,1.785435,1.832314,1.789797
2.108160,2.108160,2.006846,1.787296,2.102862,2.047273,2.132208,1.959992,2.098248,2.016829,1.947057,1.947057,1.971788,2.024361,1.929555,1.995189,1.947057,2.024361,1.990858,1.996518
1.568055,1.568055,1.684642,1.466716,1.490530,1.855697,1.540075,1.296037,1.294602,1.714428,1.798211,1.798211,1.664779,1.830399,1.773053,1.781616,1.798211,1.830399,1.837937,1.779668
1.101256,1.101256,1.075836,0.983443,0.958108,1.023731,0.984285,0.864683,1.028920,1.096643,1.157032,1.157032,1.121454,1.097417,1.159415,1.183240,1.157032,1.097417,1.155567,1.086329
3.131138,3.131138,3.124959,2.916313,2.704200,3.147760,3.140578,2.853585,2.907904,3.225240,3.474824,3.474824,3.401311,3.439656,3.430918,3.434748,3.474824,3.439656,3.384831,3.502624
-1.593940,-1.593940,-1.475617,-1.707050,-1.542892,-1.510332,-1.549947,-1.220464,-1.563733,-1.603441,-1.543304,-1.543304,-1.511033,-1.470462,-1.528710,-1.579480,-1.543304,-1.470462,-1.498257,-1.559330
-0.647977,-0.647977,-0.723804,-0.566570,-0.307473,-0.681688,-0.517013,-0.615763,-0.365407,-0.802991,-1.679254,-1.679254,-1.751293,-1.741114,-1.646352,-1.730577,-1.679254,-1.741114,-1.708178,-1.678621
-0.127615,-0.127615,-0.193910,-0.117071,-0.027758,-0.080423,-0.069166,0.167872,0.076158,-0.011187,-0.230074,-0.230074,-0.326844,-0.265618,-0.343369,-0.319646,-0.230074,-0.265618,-0.354075,-0.326995
2.145812,2.145812,2.225511,2.085341,2.095482,1.933040,2.048521,2.288763,2.221714,1.913584,1.973144,1.973144,1.822025,1.874571,1.802313,1.870428,1.973144,1.874571,1.908452,1.852587
0.230285,0.230285,0.311344,0.021989,0.294239,0.422408,0.197212,-0.015053,0.076445,0.353442,1.047607,1.047607,1.044907,1.103382,0.979788,1.116642,1.047607,1.103382,1.054838,1.060887
-0.755033,-0.755033,-0.791559,-0.573485,-0.636415,-0.742814,-0.897001,-0.336335,-0.337789,-0.761385,-0.814808,-0.814808,-0.837452,-0.801670,-0.745711,-0.798521,-0.814808,-0.801670,-0.796853,-0.791564
-0.162281,-0.162281,-0.060545,0.082810,0.084724,-0.010562,-0.161842,0.133319,0.000985,-0.103627,-0.075417,-0.075417,-0.069131,-0.116063,-0.037249,-0.179941,-0.075417,-0.116063,-0.064811,-0.029872
-0.273227,-0.273227,-0.172264,-0.299368,-0.282069,-0.140527,-0.331969,-0.320452,-0.236454,-0.331261,-0.073755,-0.073755,0.000428,0.006643,0.009697,0.095067,-0.073755,0.006643,0.009969,-0.011312
-0.092942,-0.092942,0.012584,-0.015950,-0.116025,0.108503,0.156633,-0.097811,0.048141,-0.023698,0.086979,0.086979,0.074932,-0.021528,0.033870,0.067855,0.086979,-0.021528,-0.021088,0.031504
0.420409,0.420409,0.163410,0.384174,0.464611,0.206047,0.382013,0.317237,0.334501,0.377718,0.480702,0.480702,0.523947,0.468685,0.474120,0.500256,0.480702,0.468685,0.485094,0.466605
-4.025074,-4.025074,-3.939541,-4.145097,-3.788685,-4.103994,-3.904980,-3.890460,-3.874944,-3.948922,-4.369999,-4.369999,-4.287052,-4.450723,-4.419574,-4.395687,-4.369999,-4.450723,-4.437069,-4.441846
0.686639,0.686639,0.597313,0.593567,0.273500,0.697526,0.567507,0.171813,0.071764,0.644352,0.734763,0.734763,0.596250,0.659343,0.701717,0.670317,0.734763,0.659343,0.672646,0.690443
0.695170,0.695170,0.933086,0.587901,0.868491,0.775652,0.660854,0.822835,0.752188,0.693790,0.569772,0.569772,0.494764,0.649461,0.574727,0.577206,0.569772,0.649461,0.567138,0.637291
0.785054,0.785054,0.873756,0.948162,0.889383,0.852467,0.950076,1.102322,0.733640,0.855779,0.428973,0.428973,0.440052,0.418908,0.366438,0.468194,0.428973,0.418908,0.380073,0.355343
4.682292,4.682292,4.546496,4.791584,4.308311,4.576924,4.625932,4.679618,4.721913,4.742782,4.912994,4.912994,5.062307,4.980334,4.921700,4.872779,4.912994,4.980334,4.981676,5.005859
2.303827,2.303827,2.394526,2.492706,2.399522,2.366693,2.574417,2.582731,2.370320,2.231582,1.713108,1.713108,1.634972,1.636234,1.753419,1.720476,1.713108,1.636234,1.632499,1.699509
2.116670,2.116670,2.049860,2.189572,2.152380,2.340617,2.352408,2.127919,2.282311,2.144202,2.274122,2.274122,2.324518,2.360437,2.333396,2.322477,2.274122,2.360437,2.313959,2.274042
0.597994,0.597994,0.654776,0.529072,0.640118,0.645967,0.510007,0.448088,0.657341,0.605368,0.780228,0.780228,0.717169,0.670828,0.730509,0.781931,0.780228,0.670828,0.727158,0.660089
0.638506,0.638506,0.909052,1.168873,1.058176,0.872795,1.036584,1.057594,1.311186,0.784478,0.351999,0.351999,0.505025,0.369908,0.500509,0.379671,0.351999,0.369908,0.439532,0.575048
0.007534,0.007534,0.169224,-0.120386,-0.001691,0.009442,0.180013,0.213662,0.332216,0.110582,-0.299304,-0.299304,-0.226376,-0.313310,-0.257377,-0.287628,-0.299304,-0.313310,-0.345086,-0.216966
0.769785,0.769785,0.709737,0.636300,0.894590,0.775153,0.689253,0.663646,0.648753,0.655912,0.888974,0.888974,0.848107,0.823948,0.876544,0.812816,0.888974,0.823948,0.846633,0.911702
0.221976,0.221976,0.265694,0.121124,-0.244978,0.374580,0.207679,0.064806,0.002201,0.292514,0.093941,0.093941,0.195036,0.141909,0.097659,0.116127,0.093941,0.141909,0.115625,0.088839
-0.435873,-0.435873,-0.336531,-0.448267,-0.647085,-0.528686,-0.349755,-0.550485,-0.655829,-0.529704,-0.352285,-0.352285,-0.340343,-0.358739,-0.258239,-0.406559,-0.352285,-0.358739,-0.339662,-0.328813
-1.405418,-1.405418,-1.582179,-1.603383,-1.532153,-1.539300,-1.481744,-1.657448,-1.564899,-1.459795,-1.663744,-1.663744,-1.625330,-1.647296,-1.603394,-1.627104,-1.663744,-1.647296,-1.659424,-1.677877
-0.993566,-0.993566,-0.992825,-1.233684,-1.105696,-1.062393,-1.127720,-1.174751,-1.342834,-1.065792,-0.912656,-0.912656,-0.894741,-0.925659,-0.930177,-0.882939,-0.912656,-0.925659,-0.871969,-0.868914
-1.073714,-1.073714,-1.021721,-0.866774,-0.876947,-0.914178,-1.191201,-1.014210,-0.885094,-1.123676,-1.404853,-1.404853,-1.327400,-1.432536,-1.402201,-1.444343,-1.404853,-1.432536,-1.370049,-1.459369
0.642970,0.642970,0.687657,0.301419,0.278525,0.553596,0.643841,0.437605,0.256947,0.440245,1.084061,1.084061,1.021669,1.065265,1.046326,1.142113,1.084061,1.065265,1.078120,1.053190
1.172632,1.172632,0.942636,0.830602,0.525596,1.012183,0.778325,0.521178,0.836635,1.003989,0.966041,0.966041,1.037258,1.010002,1.116765,1.022723,0.966041,1.010002,1.016860,0.977775
1.184577,1.184577,1.250409,1.111819,1.356449,1.221046,1.365436,1.507393,1.220468,1.075939,0.996171,0.996171,0.975635,0.987041,0.884576,1.048077,0.996171,0.987041,1.002864,0.942134
-2.862308,-2.862308,-2.761136,-2.677283,-2.418169,-2.803413,-2.852352,-2.712743,-2.969808,-2.737298,-2.995765,-2.995765,-2.853297,-2.952244,-2.962250,-2.975846,-2.995765,-2.952244,-2.927357,-2.936841
-1.249985,-1.249985,-1.316632,-0.970999,-1.169352,-1.354081,-1.042112,-1.260356,-1.124799,-1.351156,-1.317369,-1.317369,-1.301785,-1.350196,-1.451894,-1.386070,-1.317369,-1.350196,-1.313542,-1.385863
0.994756,0.994756,1.006009,0.848666,0.755503,1.087945,0.933965,0.981110,1.031685,1.055822,0.916974,0.916974,0.819487,0.923368,0.817768,0.752062,0.916974,0.923368,0.842585,0.838394
-0.342502,-0.342502,-0.421827,-0.465317,-0.485765,-0.359189,-0.451587,-0.614507,-0.533561,-0.346534,0.100263,0.100263,0.174221,0.085784,0.004330,0.046164,0.100263,0.085784,0.114009,0.138539
-0.851276,-0.851276,-0.763005,-0.706216,-0.832509,-0.917709,-0.833053,-0.851158,-0.760364,-0.835773,-0.762842,-0.762842,-0.802291,-0.747989,-0.724080,-0.756556,-0.762842,-0.747989,-0.742581,-0.884331
0.195727,0.195727,0.339211,0.174992,0.195733,0.312104,0.241925,0.294046,0.015962,0.218685,0.557590,0.557590,0.732918,0.575716,0.624125,0.558332,0.557590,0.575716,0.577105,0.692747
0.159447,0.159447,0.108466,0.014533,0.035889,-0.070965,0.301261,-0.158400,0.131060,0.072807,0.495072,0.495072,0.531191,0.491028,0.566744,0.523468,0.495072,0.491028,0.515257,0.549053
-1.584172,-1.584172,-1.485980,-1.619727,-1.617912,-1.501034,-1.621866,-1.530073,-1.517514,-1.487659,-1.369801,-1.369801,-1.424530,-1.457412,-1.467327,-1.460279,-1.369801,-1.457412,-1.453101,-1.384528
-1.198541,-1.198541,-1.156503,-1.142337,-1.036630,-1.073318,-0.922287,-0.790907,-0.868443,-1.057783,-1.440082,-1.440082,-1.338055,-1.416827,-1.362620,-1.296258,-1.440082,-1.416827,-1.363631,-1.371540
-0.164199,-0.164199,-0.098476,-0.120638,0.046764,-0.119810,-0.145086,-0.238957,-0.207837,-0.267739,-0.343835,-0.343835,-0.425269,-0.390018,-0.458160,-0.340373,-0.343835,-0.390018,-0.421857,-0.483276
0.454112,0.454112,0.244942,0.189617,0.465542,0.542949,0.265062,0.663649,0.549341,0.357304,0.587408,0.587408,0.555777,0.601967,0.571985,0.588456,0.587408,0.601967,0.605863,0.562579
1.636122,1.636122,1.835408,1.469696,1.997302,1.651166,1.612164,1.921185,1.695879,1.735813,1.586577,1.586577,1.597490,1.643385,1.594087,1.584118,1.586577,1.643385,1.639430,1.617133
0.224793,0.224793,0.175869,0.162142,0.288628,0.232996,0.185300,-0.119358,0.178677,0.158885,0.356945,0.356945,0.330579,0.294521,0.335052,0.276137,0.356945,0.294521,0.314030,0.284008
0.538423,0.538423,0.291957,0.614377,0.193809,0.311143,0.465408,0.299266,0.625625,0.351057,0.024121,0.024121,0.040769,0.066544,0.024486,-0.029576,0.024121,0.066544,0.050213,0.019093
-3.082333,-3.082333,-3.073810,-3.073401,-2.951073,-3.023431,-2.993117,-2.906217,-2.899507,-2.929654,-2.843381,-2.843381,-2.867464,-2.772418,-2.834568,-2.822500,-2.843381,-2.772418,-2.867385,-2.854740
-0.663868,-0.663868,-0.657889,-0.656491,-0.476190,-0.719165,-0.599348,-0.665655,-0.967106,-0.642645,-0.737351,-0.737351,-0.851521,-0.804721,-0.866760,-0.891370,-0.737351,-0.804721,-0.779585,-0.853529
-0.444609,-0.444609,-0.544323,-0.504627,-0.484049,-0.525006,-0.749023,-0.418155,-0.632354,-0.311722,-1.036714,-1.036714,-1.097806,-1.049480,-1.169993,-1.051020,-1.036714,-1.049480,-1.072837,-1.108919
-0.666252,-0.666252,-0.604992,-0.708848,-0.831789,-0.713256,-0.742998,-0.894312,-0.862488,-0.634133,-1.186310,-1.186310,-1.314498,-1.209596,-1.257066,-1.195223,-1.186310,-1.209596,-1.195001,-1.231097
0.071881,0.071881,-0.056728,-0.091700,-0.037905,0.034275,0.032709,-0.174438,-0.294446,0.070455,-0.186985,-0.186985,-0.190850,-0.145331,-0.171963,-0.180980,-0.186985,-0.145331,-0.135447,-0.135844
-2.537538,-2.537538,-2.476308,-2.622595,-2.573932,-2.421143,-2.601911,-2.804107,-2.452641,-2.366539,-1.999754,-1.999754,-2.015517,-1.999542,-1.973378,-2.067578,-1.999754,-1.999542,-2.043991,-2.046127
-3.242551,-3.242551,-3.175040,-3.108523,-3.231638,-3.213786,-3.007603,-3.139009,-2.954180,-3.207427,-2.909909,-2.909909,-2.952243,-2.945407,-2.899125,-2.952401,-2.909909,-2.945407,-2.977946,-2.868752
-2.890664,-2.890664,-2.729093,-2.658885,-3.022700,-2.833118,-2.954366,-2.869727,-2.702743,-2.755586,-2.598588,-2.598588,-2.593338,-2.630060,-2.633562,-2.633035,-2.598588,-2.630060,-2.664832,-2.569595
-42.592407,-42.592407,-42.832417,-42.737110,-41.243732,-42.850708,-42.638515,-42.379677,-40.899471,-42.759495,-46.892479,-46.892479,-46.905865,-46.841930,-46.818165,-46.829868,-46.892479,-46.841930,-46.954865,-47.019363
4.599727,4.599727,4.651651,4.506342,4.684880,4.780803,4.776620,4.637244,4.820889,4.642547,5.147963,5.147963,5.142546,5.081854,5.107383,5.138202,5.147963,5.081854,5.028313,5.154840
3.313226,3.313226,3.192776,3.328209,2.934288,3.343861,3.245992,2.903646,3.100401,3.363356,3.800996,3.800996,3.788961,3.802028,3.715436,3.767360,3.800996,3.802028,3.797571,3.734273
-1.825796,-1.825796,-1.827366,-2.039108,-2.017730,-1.720836,-1.706300,-1.986188,-1.763144,-1.702552,-1.700611,-1.700611,-1.732039,-1.665158,-1.629165,-1.604350,-1.700611,-1.665158,-1.669187,-1.667490
-1.989877,-1.989877,-2.119143,-1.983134,-2.159760,-1.970406,-2.083346,-1.514875,-1.958771,-2.028542,-2.125435,-2.125435,-2.162410,-2.128058,-2.058451,-2.114912,-2.125435,-2.128058,-2.179019,-2.237623
1.190898,1.190898,1.118590,0.870830,0.747306,1.112242,0.953008,0.951543,0.728558,1.154991,1.087980,1.087980,1.031597,1.096479,1.151314,1.058501,1.087980,1.096479,1.052058,1.073857
1.608516,1.608516,1.697930,1.660021,1.692028,1.703615,1.674520,1.587851,1.686002,1.549949,1.327437,1.327437,1.343550,1.337259,1.300313,1.357013,1.327437,1.337259,1.297025,1.363156
1.506780,1.506780,1.294341,1.428904,1.165603,1.390359,1.494331,1.476480,1.122548,1.373203,1.416207,1.416207,1.330047,1.377082,1.421122,1.434151,1.416207,1.377082,1.412627,1.397487
0.609112,0.609112,0.710533,0.831957,0.947914,0.626418,0.508285,0.685178,0.558390,0.627742,1.153394,1.153394,1.288916,1.272510,1.304737,1.272805,1.153394,1.272510,1.270206,1.208132
0.241210,0.241210,0.277240,0.125912,0.257344,0.316964,0.138313,0.037048,0.209504,0.288478,0.280549,0.280549,0.325660,0.361501,0.354445,0.390750,0.280549,0.361501,0.328338,0.294919
1.135027,1.135027,1.106624,0.959045,1.118503,1.002809,1.000856,0.991375,1.136085,1.055321,1.258256,1.258256,1.211614,1.318396,1.288518,1.310043,1.258256,1.318396,1.310274,1.278504
2.065645,2.065645,2.138635,2.458169,2.271688,2.138284,2.154747,2.129777,2.151567,2.063253,2.429819,2.429819,2.379863,2.364858,2.407077,2.344459,2.429819,2.364858,2.387310,2.388095
